SwissLipids ID	UniProtKB AC(s)	Gene name	Protein taxon	Taxon scientific name	Rhea ID	Reaction text	Evidence tag ID
SLP:000000131	Q96N66	MBOAT7	9606	Homo sapiens	36000	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine => CoA + 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	3476
SLP:000000281	Q91WW7	Pnpla3	10090	Mus musculus	37132	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (9Z)-octadecenoyl-CoA => CoA + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3487
SLP:000000281	Q91WW7	Pnpla3	10090	Mus musculus	37144	hexadecanoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate => 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphate + CoA	3490
SLP:000000281	Q91WW7	Pnpla3	10090	Mus musculus	37160	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (9Z,12Z)-octadecadienoyl-CoA => CoA + 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate	3492
SLP:000000281	Q91WW7	Pnpla3	10090	Mus musculus	37444	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + CoA	3494
SLP:000000282	Q9NST1	PNPLA3	9606	Homo sapiens	37132	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (9Z)-octadecenoyl-CoA => CoA + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3496 | 4831
SLP:000000282	Q9NST1	PNPLA3	9606	Homo sapiens	37144	hexadecanoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate => 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphate + CoA	3498
SLP:000000282	Q9NST1	PNPLA3	9606	Homo sapiens	37160	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (9Z,12Z)-octadecadienoyl-CoA => CoA + 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate	3500
SLP:000000282	Q9NST1	PNPLA3	9606	Homo sapiens	37444	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + CoA	3502
SLP:000000283	Q9DBL9	Abhd5	10090	Mus musculus	37132	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (9Z)-octadecenoyl-CoA => CoA + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3508
SLP:000000283	Q9DBL9	Abhd5	10090	Mus musculus	37144	hexadecanoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate => 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphate + CoA	3509
SLP:000000283	Q9DBL9	Abhd5	10090	Mus musculus	37148	octadecanoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate => 1-(9Z-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phosphate + CoA	3510
SLP:000000283	Q9DBL9	Abhd5	10090	Mus musculus	37444	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + CoA	3511
SLP:000000283	Q9DBL9	Abhd5	10090	Mus musculus	37452	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + eicosanoyl-CoA => CoA + 1-(9Z-octadecenoyl)-2-eicosanoyl-sn-glycero-3-phosphate	3512
SLP:000000283	Q9DBL9	Abhd5	10090	Mus musculus	33188	(9Z)-octadecenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphate => CoA + 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3513
SLP:000000283	Q9DBL9	Abhd5	10090	Mus musculus	37164	(9Z)-octadecenoyl-CoA + 1-octadecanoyl-sn-glycero-3-phosphate => CoA + 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3514
SLP:000000283	Q9DBL9	Abhd5	10090	Mus musculus	37456	1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + (9Z)-octadecenoyl-CoA => CoA + 1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3515
SLP:000000102	Q14DK4	Gpat2	10090	Mus musculus	37464	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + sn-glycerol 3-phosphate => CoA + 1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate	3516
SLP:000000102	Q14DK4	Gpat2	10090	Mus musculus	37444	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + CoA	3518
SLP:000000102	Q14DK4	Gpat2	10090	Mus musculus	37132	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (9Z)-octadecenoyl-CoA => CoA + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3519
SLP:000000284	P97564	Gpam	10116	Rattus norvegicus	35724	hexadecanoyl-CoA + sn-glycerol 3-phosphate => 1-hexadecanoyl-sn-glycero-3-phosphate + CoA	3520
SLP:000000285	Q8CHK3	Mboat7	10090	Mus musculus	36836	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-octadecanoyl-sn-glycero-3-phospho-1D-myo-inositol => CoA + 1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-1D-myo-inositol	3521 | 3522
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	36000	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine => CoA + 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	3523 | 3538
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	35996	(9Z,12Z)-octadecadienoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + CoA	3524 | 3539
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	35992	(9Z)-octadecenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine => CoA + 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	3525
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37480	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-octadecanoyl-sn-glycero-3-phosphocholine => 1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + CoA	3527
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37396	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine => CoA + 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	3528
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37484	1-dodecanoyl-sn-glycero-3-phosphocholine + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => CoA + 1-dodecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	3529
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37488	1-eicosanoyl-sn-glycero-3-phosphocholine + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => 1-eicosanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + CoA	3530
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37496	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine => 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine + CoA	3531
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37504	(9Z,12Z)-octadecadienoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine => 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine + CoA	3532
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	36024	1-hexadecanoyl-sn-glycero-3-phosphoethanolamine + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => CoA + 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine	3534 | 3540
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37380	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine => 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-L-serine + CoA	3535
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37408	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + (9Z)-octadecenoyl-CoA => CoA + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine	3536
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37376	(9Z,12Z)-octadecadienoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine => CoA + 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-L-serine	3537
SLP:000000287	Q8R3I2	Mboat2	10090	Mus musculus	35992	(9Z)-octadecenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine => CoA + 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	3542
SLP:000000287	Q8R3I2	Mboat2	10090	Mus musculus	36016	1-hexadecanoyl-sn-glycero-3-phosphoethanolamine + (9Z)-octadecenoyl-CoA => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + CoA	3543
SLP:000000287	Q8R3I2	Mboat2	10090	Mus musculus	37500	1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + (9Z)-octadecenoyl-CoA => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + CoA	3544
SLP:000000288	Q8BH98	Mboat1	10090	Mus musculus	36016	1-hexadecanoyl-sn-glycero-3-phosphoethanolamine + (9Z)-octadecenoyl-CoA => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + CoA	3545
SLP:000000288	Q8BH98	Mboat1	10090	Mus musculus	37500	1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + (9Z)-octadecenoyl-CoA => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + CoA	3546
SLP:000000288	Q8BH98	Mboat1	10090	Mus musculus	37408	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + (9Z)-octadecenoyl-CoA => CoA + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine	3547
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	35984	1-hexadecanoyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA => 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine + CoA	3548
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37516	dodecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine => CoA + 1-hexadecanoyl-2-dodecanoyl-sn-glycero-3-phosphocholine	3553
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37512	hexadecanoyl-CoA + 1-dodecanoyl-sn-glycero-3-phosphocholine => CoA + 1-dodecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	3554
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37528	hexadecanoyl-CoA + 1-octadecanoyl-sn-glycero-3-phosphocholine => 1-octadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	3555
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37532	(9Z)-octadecenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phospho-L-serine => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + CoA	3556
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37536	(9Z,12Z)-octadecadienoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phospho-L-serine => CoA + 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-L-serine	3557
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37540	1-hexadecanoyl-sn-glycero-3-phospho-L-serine + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-L-serine + CoA	3558
SLP:000000287	Q8R3I2	Mboat2	10090	Mus musculus	37520	1-octadecanoyl-sn-glycero-3-phosphocholine + (9Z)-octadecenoyl-CoA => 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + CoA	3559
SLP:000000287	Q8R3I2	Mboat2	10090	Mus musculus	37524	1-octadecanoyl-sn-glycero-3-phosphoethanolamine + (9Z)-octadecenoyl-CoA => CoA + 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	3560
SLP:000000288	Q8BH98	Mboat1	10090	Mus musculus	37524	1-octadecanoyl-sn-glycero-3-phosphoethanolamine + (9Z)-octadecenoyl-CoA => CoA + 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	3561
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37560	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-acyl-sn-glycero-3-phosphocholine => 1-acyl-2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphocholine + CoA	3562 | 3568
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37564	(9Z,12Z)-octadecadienoyl-CoA + 1-acyl-sn-glycero-3-phosphocholine => 1-acyl-2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphocholine + CoA	3563
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37572	1-acyl-sn-glycero-3-phospho-L-serine + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => CoA + 1-acyl-2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphoserine	3564 | 3569
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37568	1-acyl-sn-glycero-3-phospho-L-serine + (9Z,12Z)-octadecadienoyl-CoA => CoA + 1-acyl-2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphoserine	3565
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37576	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-acyl-sn-glycero-3-phosphoethanolamine => 1-acyl-2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphoethanolamine + CoA	3566 | 3570
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37580	1-acyl-sn-glycero-3-phosphoethanolamine + (9Z,12Z)-octadecadienoyl-CoA => CoA + 1-acyl-2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphoethanolamine	3567
SLP:000000096	O15120	AGPAT2	9606	Homo sapiens	35908	1-hexadecanoyl-sn-glycero-3-phosphate + octadecanoyl-CoA => CoA + 1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phosphate	3571
SLP:000000096	O15120	AGPAT2	9606	Homo sapiens	35916	1-hexadecanoyl-sn-glycero-3-phosphate + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => CoA + 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate	3572
SLP:000000096	O15120	AGPAT2	9606	Homo sapiens	35904	1-hexadecanoyl-sn-glycero-3-phosphate + hexadecanoyl-CoA => 1,2-dihexadecanoyl-sn-glycero-3-phosphate + CoA	3573
SLP:000000096	O15120	AGPAT2	9606	Homo sapiens	35900	1-hexadecanoyl-sn-glycero-3-phosphate + tetradecanoyl-CoA => CoA + 1-hexadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphate	3574
SLP:000000095	Q99943	AGPAT1	9606	Homo sapiens	37444	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + CoA	3582
SLP:000000095	Q99943	AGPAT1	9606	Homo sapiens	37592	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + dodecanoyl-CoA => CoA + 1-(9Z-octadecenoyl)-2-dodecanoyl-sn-glycero-3-phosphate	3583
SLP:000000279	Q7L5N7	LPCAT2	9606	Homo sapiens	37172	tetradecanoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate => 1-(9Z-octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphate + CoA	3585
SLP:000000279	Q7L5N7	LPCAT2	9606	Homo sapiens	37176	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + pentadecanoyl-CoA => CoA + 1-(9Z-octadecenoyl)-2-pentadecanoyl-sn-glycero-3-phosphate	3586
SLP:000000279	Q7L5N7	LPCAT2	9606	Homo sapiens	37596	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + nonadecanoyl-CoA => 1-(9Z-octadecenoyl)-2-nonadecanoyl-sn-glycero-3-phosphate + CoA	3587
SLP:000000096	O15120	AGPAT2	9606	Homo sapiens	37604	(11Z)-octadecenoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate => 1-(9Z-octadecenoyl)-2-(11Z-octadecenoyl)-sn-glycero-3-phosphate + CoA	3591
SLP:000000095	Q99943	AGPAT1	9606	Homo sapiens	37608	(6Z)-octadecenoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate => 1-(9Z-octadecenoyl)-2-(6Z-octadecenoyl)-sn-glycero-3-phosphate + CoA	3592
SLP:000000095	Q99943	AGPAT1	9606	Homo sapiens	37604	(11Z)-octadecenoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate => 1-(9Z-octadecenoyl)-2-(11Z-octadecenoyl)-sn-glycero-3-phosphate + CoA	3593
SLP:000000134	Q6ZWT7	MBOAT2	9606	Homo sapiens	37208	1-hexadecanoyl-sn-glycero-3-phosphocholine + (9Z)-hexadecenoyl-CoA => 1-hexadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine + CoA	3594
SLP:000000286	Q91V01	Lpcat3	10090	Mus musculus	37636	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-O-(alk-1Z-enyl)-sn-glycero-3-phosphoethanolamine => CoA + 1-O-(1Z)-alkenyl-2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphoethanolamine	3599
SLP:000000287	Q8R3I2	Mboat2	10090	Mus musculus	37632	(9Z)-octadecenoyl-CoA + 1-O-(alk-1Z-enyl)-sn-glycero-3-phosphoethanolamine => CoA + 1-(Z)-alk-1-enyl-2-oleoyl-sn-glycero-3-phosphoethanolamine zwitterion	3600
SLP:000000287	Q8R3I2	Mboat2	10090	Mus musculus	37628	(9Z)-octadecenoyl-CoA + 1-O-(1Z-alkenyl)-sn-glycero-3-phosphocholine => CoA + 1-O-(1Z)-alkenyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine	3601
SLP:000000288	Q8BH98	Mboat1	10090	Mus musculus	37632	(9Z)-octadecenoyl-CoA + 1-O-(alk-1Z-enyl)-sn-glycero-3-phosphoethanolamine => CoA + 1-(Z)-alk-1-enyl-2-oleoyl-sn-glycero-3-phosphoethanolamine zwitterion	3602
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	37620	1-acyl-sn-glycero-3-phospho-(1'-sn-glycerol) + (9Z)-octadecenoyl-CoA => CoA + 1-acyl-2-oleoyl-sn-glycero-3-phosphatidylglycerol	3603 | 3622
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	37624	(9Z)-octadecenoyl-CoA + 1-acyl-sn-glycero-3-phospho-1D-myo-inositol => CoA + 1-acyl-2-(9Z)-octadecenoyl-sn-glycero-3-phospho-1D-myo-inositol	3604 | 3623
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	37640	1-hexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol + dodecanoyl-CoA => 1-hexadecanoyl-2-dodecanoyl-sn-glycero-3-phospho-1D-myo-inositol + CoA	3609
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35872	hexadecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol => 1,2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol + CoA	3610
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35876	octadecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol => CoA + 1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phospho-1D-myo-inositol	3611
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35880	1-hexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol + (9Z)-octadecenoyl-CoA => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol + CoA	3612 | 3720
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35884	1-hexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol + (9Z,12Z)-octadecadienoyl-CoA => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-1D-myo-inositol + CoA	3613
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35868	1-hexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA => 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-1D-myo-inositol + CoA	3614
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35852	hexadecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) => CoA + 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	3615
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35888	octadecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) => 1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA	3616
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35892	(9Z)-octadecenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA	3617 | 3721
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	35896	1-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + (9Z,12Z)-octadecadienoyl-CoA => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA	3618
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	37644	(9Z)-octadecenoyl-CoA + 1-tetradecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) => 1-tetradecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA	3619
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	37648	1-octadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + (9Z)-octadecenoyl-CoA => CoA + 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)	3620
SLP:000000126	Q6UWP7	LCLAT1	9606	Homo sapiens	37652	(9Z)-octadecenoyl-CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA	3621
SLP:000000127	Q6P1A2	LPCAT3	9606	Homo sapiens	37656	hexadecanoyl-CoA + 1-tetradecanoyl-sn-glycero-3-phosphocholine => 1-tetradecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	3626
SLP:000000103	Q8C0N2	Agpat9	10090	Mus musculus	35728	dodecanoyl-CoA + sn-glycerol 3-phosphate => CoA + 1-dodecanoyl-sn-glycero-3-phosphate	3627 | 3632
SLP:000000290	Q53EU6	AGPAT9	9606	Homo sapiens	35728	dodecanoyl-CoA + sn-glycerol 3-phosphate => CoA + 1-dodecanoyl-sn-glycero-3-phosphate	3628 | 3633
SLP:000000290	Q53EU6	AGPAT9	9606	Homo sapiens	35724	hexadecanoyl-CoA + sn-glycerol 3-phosphate => 1-hexadecanoyl-sn-glycero-3-phosphate + CoA	3629 | 3634
SLP:000000290	Q53EU6	AGPAT9	9606	Homo sapiens	37200	(9Z)-octadecenoyl-CoA + sn-glycerol 3-phosphate => CoA + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3630
SLP:000000290	Q53EU6	AGPAT9	9606	Homo sapiens	37204	sn-glycerol 3-phosphate + (9Z,12Z)-octadecadienoyl-CoA => 1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate + CoA	3631
SLP:000000290	Q53EU6	AGPAT9	9606	Homo sapiens	37188	1-tetradecanoyl-sn-glycero-3-phosphate + (9Z)-octadecenoyl-CoA => CoA + 1-tetradecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3635
SLP:000000290	Q53EU6	AGPAT9	9606	Homo sapiens	33188	(9Z)-octadecenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphate => CoA + 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3636
SLP:000000290	Q53EU6	AGPAT9	9606	Homo sapiens	37132	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + (9Z)-octadecenoyl-CoA => CoA + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3637
SLP:000000290	Q53EU6	AGPAT9	9606	Homo sapiens	37180	(9Z)-octadecenoyl-CoA + 1-(6Z,9Z,12Z-octadecatrienoyl)-sn-glycero-3-phosphate => CoA + 1-(6Z,9Z,12Z-octadecatrienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	3638
